no,nombre_instalacion,estado,anio_vigencia,tipo_certificado
1,"PETRÓLEOS MEXICANOS, HOSPITAL GENERAL ÉBANO",San Luis Potosi,2025,Calidad Ambiental
2,"CASA CUERVO, S.A. DE C.V. PLANTA CAMICHINES",Jalisco,2025,Industria Limpia
3,"CFE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN FUENTE",Coahuila,2025,Calidad Ambiental
4,"CFE DISTRIBUCIÓN, GERENCIA GOLFO NORTE, ZONA PIEDRAS NEGRAS, SUBESTACIÓN AMISTAD",Coahuila,2025,Calidad Ambiental
5,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA QUERÉTARO I)",Queretaro,2025,Calidad Ambiental
6,"TEQUILA SIETE LEGUAS, S.A. DE C.V. (PLANTA LA VENCEDORA)",Jalisco,2025,Industria Limpia
7,"LEAR CORPORATION MÉXICO, S. DE R.L. DE C.V., PLANTA TLÁHUAC",Cd. de México / Zmvm,2025,Industria Limpia
8,"CORPORACIÓN MULTIMODAL, S.A. DE C.V.",Colima,2025,Calidad Ambiental
9,"GRANELERA MANZANILLO, S.A. DE C.V.",Colima,2025,Calidad Ambiental
10,"PROMOTORA TURÍSTICA COSTA DE ORO, S.A. DE C.V.(GRAND FIESTA AMERICANA VERACRUZ)",Veracruz,2025,Calidad Ambiental Turistica
11,"HELLA AUTOMOTIVE MÉXICO, S.A. DE C.V. PLANTA PL7",Guanajuato,2025,Industria Limpia
12,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA TEZIUTLÁN, SUBESTACIÓN MARGARITAS",Puebla,2025,Calidad Ambiental
13,"INGREDION MÉXICO, S.A. DE C.V. PLANTA PARAÍSO",Jalisco,2025,Industria Limpia
14,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. (PLANTA 1006, TEPOTZOTLÁN)",México,2025,Industria Limpia
15,EMBOTELLADORA MEXICANA DE BEBIDAS REFRESCANTES S. DE R.L. DE C.V. (PLANTA LOS REYES),Cd. de México / Zmvm,2025,Industria Limpia
16,"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V. (PLANTA X)",Chihuahua,2025,Industria Limpia
17,"SDS DE MÉXICO, S. DE R.L DE C.V.",Baja California,2025,Industria Limpia
18,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. PLANTA TORREÓN",Coahuila,2025,Industria Limpia
19,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA TIJUANA SUBESTACIÓN ELÉCTRICA ENCINAL",Baja California,2025,Calidad Ambiental
20,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA TIJUANA, SUBESTACIÓN TECATE UNO",Baja California,2025,Calidad Ambiental
21,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA TIJUANA (SUBESTACIÓN ELÉCTRICA VALLE DE LAS PALMAS)",Baja California,2025,Calidad Ambiental
22,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA TEZIUTLÁN, SUBESTACIONES HUMEROS III Y TEZIUTLÁN II",Puebla,2025,Calidad Ambiental
23,"EVM ENERGIA DEL VALLE DE MÉXICO, S.A.P.I. DE C.V., (EVM I)",México,2025,Industria Limpia
24,"AUTOS JUVENTUD DE CHIHUAHUA, S.A. DE C.V.",Chihuahua,2025,Calidad Ambiental
25,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA PAPALOAPAN, SUBESTACIONES EL JICARO, GRANJA TRES, RODRÍGUEZ CLARA, TLACOTALPAN Y PLAYA VICENTE",Veracruz,2025,Calidad Ambiental
26,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA TEZIUTLÁN, SUBESTACIONES SANTA SOFIA, VEGA DE ALATORRE, TLAPACOYAN Y ALTOTONGA",Veracruz,2025,Calidad Ambiental
27,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA CÓRDOBA, SUBESTACIÓN OMEALCA",Veracruz,2025,Calidad Ambiental
28,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA COATZACOALCOS, SUBESTACIONES UXPANAPA TRES, NUEVO MORELOS, EMILIANO ZAPATA, CHINAMECA DOS, NANCHITAL DOS Y PAJARITOS DOS",Veracruz,2025,Calidad Ambiental
29,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA LOS TUXTLAS, SUBESTACIONES CHILAPAN AMPLIACIÓN Y HUEYAPAN DE OCAMPO",Veracruz,2025,Calidad Ambiental
30,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA POZA RICA, SUBESTACIONES LA BARRA, IXHUATLAN, AEROPUERTO Y POZA RICA TRES",Veracruz,2025,Calidad Ambiental
31,"ROSAN INTERNACIONAL, S.C. DE R.L. DE C.V",Tlaxcala,2025,Industria Limpia
32,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA TOLUCA",México,2025,Industria Limpia
33,"GRUPO AMERICAN INDUSTRIES, S.A. DE C.V. (PROYECTO TEXTRON AEROSPACE DE MÉXICO PLANTA 3)",Chihuahua,2025,Industria Limpia
34,PRODUCTORA NACIONAL DE BIOLÓGICOS VETERINARIOS (PRONABIVE),Cd. de México / Zmvm,2025,Industria Limpia
35,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 1 SITIOS 1-1/2-1, 1-2A, 1-2B/2-2, 1-3A, 1-3B/2-3)",Veracruz,2025,Calidad Ambiental
36,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 11: SITIOS 11-1, 11-2 A, 11-2B, 11-3 A, 11-3B AHORA LLAMADA 4-3)",Veracruz,2025,Calidad Ambiental
37,"ELECTRÓNICA CLARION, S.A. DE C.V.",Queretaro,2025,Industria Limpia
38,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA SAN LUIS, SUBESTACIÓN OCKERSON",Baja California,2025,Calidad Ambiental
39,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA SAN LUIS SUBESTACIÓN PAREDONES",Baja California,2025,Calidad Ambiental
40,"CFE DISTRIBUCIÓN, GERENCIA BAJA CALIFORNIA, ZONA SAN LUIS (SUBESTACIÓN ELÉCTRICA SANTA ROSA)",Baja California,2025,Calidad Ambiental
41,"MULTIPAK, S.A. DE C.V. (PLANTA DURANGO)",Durango,2025,Industria Limpia
42,INSTITUTO DE CIENCIAS FORENSES (INCIFO),Cd. de México / Zmvm,2025,Calidad Ambiental
43,"CORPORACION INTEGRAL DE COMERCIO EXTERIOR, S.A. DE C.V. (TERMINAL MULTIUSOS)",Veracruz,2025,Calidad Ambiental
44,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA RIVIERA MAYA, SUBESTACIONES AK TUNCHEN Y AKUMAL II",Quintana Roo,2025,Calidad Ambiental
45,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA SAN LUIS POTOSÍ, SUBESTACIÓN SAN LUIS PONIENTE Y SENDERO",San Luis Potosi,2025,Calidad Ambiental
46,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA MATEHUALA, SUBESTACIONES MOCTEZUMA Y MATEHUALA SUR",San Luis Potosi,2025,Calidad Ambiental
47,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA VALLES, SUBESTACIÓN LA ROSITA",San Luis Potosi,2025,Calidad Ambiental
48,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA MANTE, SUBESTACIONES MANUEL, MANTE Y CITROFRUT.",Tamaulipas,2025,Calidad Ambiental
49,"BIMBO, S.A. DE C.V. PLANTA BIMBO OCCIDENTE",Jalisco,2025,Industria Limpia
50,"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA COLIMILLA)",Jalisco,2025,Industria Limpia
51,"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA PUENTE GRANDE)",Jalisco,2025,Industria Limpia
52,"CFE GENERACIÓN II EPS, (CENTRAL HIDROELÉCTRICA LUIS M. ROJAS)",Jalisco,2025,Industria Limpia
53,"CFE GENERACIÓN II EPS, CENTRAL HIDROELÉCTRICA GRAL. MANUEL M. DIÉGUEZ",Jalisco,2025,Industria Limpia
54,"SÚRFAX, S.A. DE C.V.",Jalisco,2025,Industria Limpia
55,"RÍO BRAVO ELÉCTRICOS, S. DE R.L. DE C.V. (PLANTA VII)",Chihuahua,2025,Industria Limpia
56,"COMPAĄÍA EMBOTELLADORA DEL FUERTE, S. DE R.L. DE C.V. PLANTA LOS MOCHIS",Sinaloa,2025,Industria Limpia
57,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L. DE C.V., PLANTA PIEDRAS NEGRAS III",Coahuila,2025,Industria Limpia
58,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L. DE C.V., PLANTA NCG EDIFICIO PAQUIME",Chihuahua,2025,Industria Limpia
59,"LEAR ELECTRICAL SYSTEMS DE MÉXICO, S. DE R.L. DE C.V., PLANTA INTERMEX",Chihuahua,2025,Industria Limpia
60,"LEAR ELECTRICAL SYSTEMS DE MÉXICO, S. DE R.L. DE C.V., PLANTA ALPHA",Chihuahua,2025,Industria Limpia
61,"AEROPUERTO DE TAPACHULA, S.A. DE C.V.",Chiapas,2025,Calidad Ambiental
62,PROMOTORA AMBIENTAL DE LA LAGUNA S.A. DE C.V. (OFICINAS Y TALLER LOS MOCHIS),Sinaloa,2025,Calidad Ambiental
63,"PROMOTORA AMBIENTAL DE LA LAGUNA, S.A. DE C.V. (DIVISIÓN, LOS MOCHIS RELLENO SANITARIO)",Sinaloa,2025,Calidad Ambiental
64,"PROMOTORA AMBIENTAL DE LA LAGUNA, S.A. DE C.V. (DIVISIÓN GUASAVE, RECOLECCIÓN Y RELLENO SANITARIO)",Sinaloa,2025,Calidad Ambiental
65,"SERVICIOS ESTRELLA AZUL DE OCCIDENTE, S.A. DE C.V. (PLANTA MONTERREY)",Nuevo León,2025,Calidad Ambiental
66,"PELIKAN MÉXICO, S.A. DE C.V.",Puebla,2025,Industria Limpia
67,"MULTI-COLOR LABEL CORPORATION-MÉXICO, S.A. DE C.V.",Jalisco,2025,Industria Limpia
68,"PRAXAIR MÉXICO, S. DE R.L. DE C.V. (COMPLEJO GUADALAJARA)",Jalisco,2025,Industria Limpia
69,"SAFRAN LANDING SYSTEMS SERVICES AMERICAS, S.A. DE C.V.",Queretaro,2025,Industria Limpia
70,"FLEXTRONICS TECHNOLOGIES MÉXICO, S. DE R.L. DE C.V.",Jalisco,2025,Industria Limpia
71,CFE GENERACIÓN I EPS (CENTRAL HIDROELÉCTRICA ING. FERNANDO HIRIART BALDERRAMA),Hidalgo,2025,Industria Limpia
72,"CONTINENTAL AUTOMOTIVE GUADALAJARA MÉXICO, S. DE R.L. DE C.V. PLANTA PERIFÉRICO",Jalisco,2025,Industria Limpia
73,"LEAR MEXICAN TRIM OPERATIONS, S. DE R.L. DE C.V., PLANTA CASAS GRANDES",Chihuahua,2025,Industria Limpia
74,"SERVICIOS REFRESQUEROS DEL GOLFO Y BAJÍO, S. DE R.L. DE C.V. (PLANTA COATEPEC)",Veracruz,2025,Industria Limpia
75,"DRAGADOS OFFSHORE DE MÉXICO, S.A. DE C.V., PATIO TAMPICO",Veracruz,2025,Industria Limpia
76,"MANUFACTURERA EL JARUDO, S. DE R.L. DE C.V. (PLANTA SELLOS DE JUÁREZ)",Chihuahua,2025,Industria Limpia
77,"INDUSTRIAL PATRONA, S.A. DE C.V.",Veracruz,2025,Industria Limpia
78,"GRUPO YAZAKI, S.A DE C.V. (PLANTA TECOMAN)",Colima,2025,Industria Limpia
79,"EVONIK INDUSTRIES DE MÉXICO, S.A. DE C.V., CENTRO DE DISTRIBUCIÓN QUERÉTARO",Queretaro,2025,Calidad Ambiental
80,"AEROPUERTO DE AGUASCALIENTES, S.A. DE C.V.",Aguascalientes,2025,Calidad Ambiental
81,"CFE DISTRIBUCIÓN, GERENCIA GOLFO CENTRO, ZONA VICTORIA, SUBESTACIONES LIBERTAD, OLIVO Y BICENTENARIO",Tamaulipas,2025,Calidad Ambiental
82,"SERVICIOS ECOLÓGICOS Y RECICLADOS, S. DE R.L.M.I. (SUCURSAL JUÁREZ)",Chihuahua,2025,Calidad Ambiental
83,"CAMIONERA DEL PACÍFICO, S.A. DE C.V. (SUCURSAL MAZATLÁN)",Sinaloa,2025,Calidad Ambiental
84,MARTÍNEZ CHATARRA S.A. DE C.V.,Sinaloa,2025,Calidad Ambiental
85,"AEROPUERTO DE LA PAZ, S.A. DE C.V.",Baja California Sur,2025,Calidad Ambiental
86,"KENWORTH DE JALISCO, S.A. DE C.V. (SUCURSAL. COLIMA)",Colima,2025,Calidad Ambiental
87,"CFE TRANSMISIÓN, GERENCIA ORIENTE, ZONA TEMASCAL, SUBESTACIÓN CERRO DE ORO",Oaxaca,2025,Calidad Ambiental
88,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CANCÚN, SUBESTACIONES PLAYA MUJERES Y PUNTA SAM",Quintana Roo,2025,Calidad Ambiental
89,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA MOTUL, SUBESTACIONES: TEMAX Y SANTO DOMINGO",Yucatán,2025,Calidad Ambiental
90,AEROPUERTOS Y SERVICIOS AUXILIARES (AEROPUERTO NACIONAL DE POZA RICA),Veracruz,2025,Calidad Ambiental
91,MARINTER S.A. DE C.V.,Cd. de México / Zmvm,2025,Calidad Ambiental
92,"BASF MEXICANA, S.A. DE C.V. SITIO PUEBLA",Puebla,2025,Industria Limpia
93,"EUWE EUGEN WEXLER DE MÉXICO, S.A. DE C.V.",Tlaxcala,2025,Industria Limpia
94,"HONDA DE MÉXICO, S.A. DE C.V. (PLANTA MOTOCICLETAS)",Jalisco,2025,Industria Limpia
95,"BARCEL, S.A. DE C.V. PLANTA ATITALAQUIA",Hidalgo,2025,Industria Limpia
96,"AGNICO EAGLE MÉXICO, S.A. DE C.V. (UNIDAD PINOS ALTOS)",Chihuahua,2026,Industria Limpia
97,"SMURFIT CARTÓN Y PAPEL DE MÉXICO, S.A. DE C.V. (PLANTA CORRUGADO CULIACÁN)",Sinaloa,2026,Industria Limpia
98,"INMUEBLES DEL GOLFO, S. DE R.L. DE C.V. PLANTA SAN CRISTOBAL",Chiapas,2025,Industria Limpia
99,"DENSO AIR SYSTEMS DE MÉXICO, S.A. DE C.V.",Coahuila,2025,Industria Limpia
100,BIMBO S.A. DE C.V. PLANTA CHIHUAHUA,Chihuahua,2025,Industria Limpia
101,"APTIV CONTRACT SERVICES ZACATECAS, S. DE R.L. DE C.V. (PLANTA IV)",Zacatecas,2025,Industria Limpia
102,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. PLANTA 2001 MAZATLÁN",Sinaloa,2025,Industria Limpia
103,TEKNIA MÉXICO CITY S.A. DE C.V.,Cd. de México / Zmvm,2025,Industria Limpia
104,NETZAHUALCÓYOTL PRECIADO TORRES (LABORATORIOS PRECIADO MONTES CORPORATIVO),Colima,2025,Calidad Ambiental
105,"TU MEJOR AGENCIA AUTOMOTRIZ, S.A. DE C.V. (SUCURSAL CUAUHTÉMOC)",Chihuahua,2026,Calidad Ambiental
106,PROPIMEX S. DE R.L. DE C.V. (CENTRO DE DISTRIBUCIÓN ZIHUATANEJO),Guerrero,2026,Calidad Ambiental
107,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA POZA RICA, SUBESTACIONES COATZINTLA Y CAZONES.",Veracruz,2025,Calidad Ambiental
108,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA PAPALOAPAN, SUBESTACIÓN LA TINAJA.",Veracruz,2025,Calidad Ambiental
109,"HGK AUTOMOTRIZ, S. A. DE C. V. (KIA JUVENTUD)",Chihuahua,2026,Calidad Ambiental
110,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA TEZIUTLÁN, SUBESTACIONES LA GUADALUPE, MARTÍNEZ DE LA TORRE III Y LAS VIGAS II",Veracruz,2025,Calidad Ambiental
111,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA CÓRDOBA, SUBESTACIONES COSCOMATEPEC Y CUITLÁHUAC.",Veracruz,2025,Calidad Ambiental
112,"CFE DISTRIBUCIÓN GERENCIA ORIENTE, ZONA COATZACOALCOS, SUBESTACIONES CANTICAS,LAS CHOAPAS II, MATAS Y PUERTO FRANCO",Veracruz,2025,Calidad Ambiental
113,"MASEPO FUMIGADORA FITOZOOSANITARIA DE MÉXICO, S.A. DE C.V.",Colima,2025,Calidad Ambiental
114,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CAMPECHE, SUBESTACIONES CAYAL Y CALKINÍ II",Campeche,2025,Calidad Ambiental
115,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CAMPECHE, SUBESTACIÓN HECELCHAKÁN",Campeche,2025,Calidad Ambiental
116,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CARMEN, SUBESTACIONES CARMEN Y CONCORDIA",Campeche,2025,Calidad Ambiental
117,"CFE DISTRIBUCIÓN, GERENCIA PENINSULAR, ZONA CARMEN, SUBESTACIÓN PALMAR",Campeche,2025,Calidad Ambiental
118,"TU MEJOR AGENCIA AUTOMOTRIZ, S. A. DE C. V. (SUCURSAL CAMARGO)",Chihuahua,2025,Calidad Ambiental
119,"GENERAL MOTORS DE MÉXICO, S. DE R.L. DE C.V., TOLUCA",México,2025,Industria Limpia
120,"MAHLE COMPONENTES DE MOTOR DE MÉXICO, S. DE R.L. DE C.V.",Aguascalientes,2025,Industria Limpia
121,"FÁBRICA DE PAPEL SAN FRANCISCO, S.A. DE C.V. (PLANTA CONVERSIÓN GUADALAJARA)",Jalisco,2026,Industria Limpia
122,"DANA DE MÉXICO CORPORACIÓN, S. DE R. L. DE C.V. (DIVISIÓN ENGRANES CÓNICOS)",Queretaro,2026,Industria Limpia
123,"CHESTERTON MEXICANA, S.A. DE C.V.",Cd. de México / Zmvm,2026,Industria Limpia
124,"GRUPO INDUSTRIAL FLEX, S.A. DE C.V.",Cd. de México / Zmvm,2025,Industria Limpia
125,"APTIV CONTRACT SERVICES ZACATECAS, S. DE R.L. DE C.V. (PLANTA I)",Zacatecas,2025,Industria Limpia
126,"APTIV CONTRACT SERVICES ZACATECAS, S. DE R.L. DE C.V. (PLANTA II)",Zacatecas,2026,Industria Limpia
127,"COMPAĄÍA EMBOTELLADORA DEL FUERTE, S. DE R.L. DE C.V. PLANTA TIJUANA",Baja California,2026,Industria Limpia
128,"BIMBO, S.A. DE C.V. PLANTA MEXICALI",Baja California,2026,Industria Limpia
129,CFE GENERACIÓN III EPS (CENTRAL CICLO COMBINADO HERMOSILLO),Sonora,2025,Industria Limpia
130,"GOODRICH AEROSPACE DE MÉXICO, S. DE R.L. DE C.V.",Baja California,2025,Industria Limpia
131,"BJ SERVICES COMPANY MEXICANA, S.A. DE C.V. (PLANTA DE FLUIDOS Y PLANTA DE MEZCLADO DE CEMENTOS, BASE BAKER HUGHES DOS BOCAS)",Tabasco,2026,Industria Limpia
132,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. (PLANTA INSURGENTES)",Nuevo León,2025,Industria Limpia
133,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. (PLANTA GUADALUPE)",Nuevo León,2025,Industria Limpia
134,"ENVASES UNIVERSALES DE MÉXICO, S.A.P.I. DE C.V. (PLANTA TOPO CHICO)",Nuevo León,2025,Industria Limpia
135,"COMPAĄÍA ARMADORA, S. DE R.L. DE C.V.",Chihuahua,2025,Industria Limpia
136,"CFE DISTRIBUCIÓN, GERENCIA BAJÍO, ZONA SALVATIERRA, SUBESTACIÓN SENDAI",Guanajuato,2025,Calidad Ambiental
137,"CFE DISTRIBUCIÓN, GERENCIA CENTRO ORIENTE, ZONA PACHUCA, SUBESTACIÓN CUBITOS",Hidalgo,2025,Calidad Ambiental
138,"CELANESE OPERATIONS MÉXICO, S. DE R.L. DE C.V. (TERMINAL MARÍTIMA COATZACOALCOS)",Veracruz,2026,Calidad Ambiental
139,"AUTOMOTORES TOKIO, S.A. DE C.V. (MATRIZ)",Chihuahua,2026,Calidad Ambiental
140,"FUMIGACION ESPECIALIZADA DEL PUERTO FEPSA, S.A. DE C.V.",Colima,2026,Calidad Ambiental
141,"AUTOMOTORES TOKIO, S.A. DE C.V. (ESTADIO SUR)",Chihuahua,2026,Calidad Ambiental
142,"COMPUTO Y ELECTRÓNICA DE COATZACOALCOS, S.A. DE C.V",Tabasco,2025,Calidad Ambiental
143,"AUTO CAMIONES DE CHIHUAHUA, S.A. DE C.V. (TALLER DE LAMINADO Y PINTURA)",Chihuahua,2026,Calidad Ambiental
144,"CFE DISTRIBUCIÓN, GERENCIA ORIENTE, ZONA LOS TUXTLAS, SUBESTACIONES SAN ANDRÉS II Y CATEMACO.",Veracruz,2025,Calidad Ambiental
145,"SERVICIOS, MANIOBRAS Y ALMACENAMIENTOS DE VERACRUZ, S.A. DE C.V. (SEMAVE)",Veracruz,2025,Calidad Ambiental
146,"GENERAL CABLE DE MÉXICO, S.A. DE C.V.",Tlaxcala,2025,Industria Limpia
147,"SERVICIOS REFRESQUEROS DEL GOLFO Y BAJÍO, S. DE R.L. DE C.V. PLANTA MORELIA",Michoacan,2026,Industria Limpia
148,"MANE MÉXICO, S.A. DE C.V.",México,2025,Industria Limpia
149,"GELITA MÉXICO, S. DE R.L. DE C.V.",México,2025,Industria Limpia
150,"INTERNATIONAL PAPER MÉXICO COMPANY, S. DE R.L. DE C.V. - PLANTA SAN JOSÉ ITURBIDE",Guanajuato,2026,Industria Limpia
151,"ILUMINACIÓN ESPECIALIZADA DE OCCIDENTE, S.A. DE C.V.",Queretaro,2025,Industria Limpia
152,"FÁBRICA NACIONAL DE LIJA, S.A. DE C.V. (PLANTA QUERÉTARO)",Queretaro,2025,Industria Limpia
153,"CONSORCIO INDUSTRIAL MEXICANO DE AUTOPARTES, S. DE R.L. DE C.V., PLANTA SILAO",Guanajuato,2026,Industria Limpia
154,"ALAMBRADOS Y CIRCUITOS ELÉCTRICOS, S. DE R.L. DE C.V. (PLANTA VII)",Sinaloa,2026,Industria Limpia
155,"APTIV CONTRACT SERVICES ZACATECAS, S. DE R.L. DE C.V. (PLANTA III)",Zacatecas,2026,Industria Limpia
156,"CENTURY MOLD MÉXICO, S. DE R.L. DE C.V.",Chihuahua,2026,Industria Limpia
157,"MARTEK POWER, S.A. DE C.V.",Baja California,2026,Industria Limpia
158,"FELDMEX, S.A. DE C.V.",Puebla,2026,Industria Limpia
159,"ALPLA MÉXICO, S.A. DE C.V. (PLANTA SBM SAN CRISTÓBAL)",Chiapas,2026,Industria Limpia
160,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA QUERETARO II)",Queretaro,2026,Calidad Ambiental
161,"KAESER COMPRESORES DE MÉXICO, S. DE R.L. DE C.V.",Queretaro,2025,Calidad Ambiental
162,"OPEVER, S.A. DE C.V.",Veracruz,2025,Calidad Ambiental
163,"HOSPITAL FATIMA, S.A. DE C.V.",Sinaloa,2026,Calidad Ambiental
164,"GEOCYCLE MÉXICO, S.A. DE C.V. (PLANTA MACUSPANA)",Tabasco,2026,Calidad Ambiental
165,"PRODUCTOS AUTOMOTRICES, S.A. DE C.V. (SUCURSAL PARRAL)",Chihuahua,2025,Calidad Ambiental
166,"MANTENIMIENTO INTEGRAL FINSA, S.A. DE C.V. (PARQUE INDUSTRIAL FINSA TIJUANA)",Baja California,2025,Calidad Ambiental
167,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 3. SITIOS 3-1/4-1, 3-2)",Veracruz,2026,Calidad Ambiental
168,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 4 SITIOS 4-2, 4-3 AHORA 11-3B)",Veracruz,2026,Calidad Ambiental
169,"AEROPUERTO DE HERMOSILLO, S.A. DE C.V.",Sonora,2025,Calidad Ambiental
170,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 5 SITIOS 5-1, 5-2, 5-3)",Veracruz,2026,Calidad Ambiental
171,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 16. SITIOS 16-1, 16-3A, 16-3B, 16-3C, 16-3D, 16-3E, 16-3F.",Veracruz,2026,Calidad Ambiental
172,"PROMOTORA AMBIENTAL DE LA LAGUNA, S.A. DE C.V. (RELLENO SANITARIO PRIVADO)",Chihuahua,2026,Calidad Ambiental
173,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA COLIMA, SUBESTACIONES ARMERÍA, BICENTENARIO, COLIMA NORTE, CUAUHTÉMOC, TECOMÁN, VALLE DE TECOMÁN Y VILLA DE ÁLVAREZ",Colima,2025,Calidad Ambiental
174,"ADMINISTRACIÓN DEL SISTEMA PORTUARIO NACIONAL PUERTO CHIAPAS, S.A. DE C.V. (TERMINAL DE USOS MULTIPLES Y TERMINAL DE CONTENEDORES)",Chiapas,2025,Calidad Ambiental
175,"CFE DISTRIBUCIÓN, GERENCIA CENTRO OCCIDENTE, ZONA COLIMA, SUBESTACIONES ALZADA, ASMOLES, MORALETE Y TECOLAPA.",Colima,2025,Calidad Ambiental
176,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA 10 SITIOS 10-1, 10-2A, 10-2B, 10-3A, 10-3B)",Veracruz,2026,Calidad Ambiental
177,"NATURASOL, S.A. DE C.V. (PLANTA CEREALES)",Cd. de México / Zmvm,2025,Calidad Ambiental
178,"LÍNEA COAHUILA DURANGO, S.A. DE C.V.",Coahuila,2025,Calidad Ambiental
179,"GRANJAS CARROLL DE MÉXICO, S. DE R.L. DE C.V. (GRANJA PORCICOLA SITIOS 3-3, 13-3A)",Veracruz,2026,Calidad Ambiental
180,"CFE DISTRIBUCIÓN, GERENCIA CENTRO SUR, ZONA MORELOS, SUBESTACIONES JOJUTLA, TEJALPA Y JIUTEPEC",Morelos,2025,Calidad Ambiental
181,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA DURANGO, SUBESTACIÓN GUADIANA",Durango,2025,Calidad Ambiental
182,"CFE DISTRIBUCIÓN, GERENCIA NORTE, ZONA DURANGO, SUBESTACIÓN MILENIO",Durango,2025,Calidad Ambiental
183,"PRODUCTOS INTERNACIONALES MABE, S.A. DE C.V. PLANTA PUEBLA",Puebla,2026,Industria Limpia
184,"BIMBO, S.A. DE C.V. PLANTA SUANDY",México,2026,Industria Limpia
185,"FLEX N GATE MÉXICO, S. DE R.L. DE C.V.",Guanajuato,2026,Industria Limpia
186,"BEBIDAS MUNDIALES, S. DE R.L. DE C.V. (PLANTA LAS TROJES)",Aguascalientes,2025,Industria Limpia
187,"ITALAISE, S.A. DE C.V.",Queretaro,2025,Industria Limpia
188,"CFE GENERACIÓN I EPS, CENTRAL CICLO COMBINADO TULA",Hidalgo,2026,Industria Limpia
189,"ROTOPLAS, S.A. DE C.V. (PLANTA ANÁHUAC)",Cd. de México / Zmvm,2025,Industria Limpia
190,"CARTONES PONDEROSA, S.A. DE C.V.",Queretaro,2026,Industria Limpia
191,"LII UNITED PRODUCTS, S. DE R.L. DE C.V., PLANTA 1",Coahuila,2025,Industria Limpia
